date,value
2020/6/1,77500
2020/6/2,77149
2020/6/3,76836
2020/6/4,76836
2020/6/5,76836
2020/6/6,75836
2020/6/7,75836
2020/6/8,75836
2020/6/9,75485
2020/6/10,75485
2020/6/11,75240
2020/6/12,74571
2020/6/13,73876
2020/6/14,72631
2020/6/15,72176
2020/6/16,72176
2020/6/17,71835
2020/6/18,71835
2020/6/19,71413
2020/6/20,70523
2020/6/21,66523
2020/6/22,66528
